Epoch,Time (seconds),Train Loss (Latency),Train Loss (PDR),Total Train Loss,Val Loss (Latency),Val Loss (PDR),Total Val Loss,Train RMSE (Latency),Train RMSE (PDR),Total Train RMSE,Val RMSE (Latency),Val RMSE (PDR),Total Val RMSE
1,9.892841100692749,302.8251953125,0.20544669032096863,303.07635498046875,11.59682846069336,0.08924183994531631,11.688432693481445,7.107430458068848,0.45257970690727234,17.40908828688248,2.5571346282958984,0.29873183369636536,3.4188349906775914
2,7.303321838378906,25.626018524169922,0.202327698469162,25.831890106201172,10.676314353942871,0.16000092029571533,10.838313102722168,3.3706607818603516,0.4505503177642822,5.082508249496618,2.3741095066070557,0.399990439414978,3.2921593373836218
3,7.318968772888184,25.394914627075195,0.1958688199520111,25.593915939331055,11.353968620300293,0.07894617319107056,11.434304237365723,3.3821475505828857,0.45055150985717773,5.059042986507532,2.4902493953704834,0.28085899353027344,3.381464806465642
4,7.241089105606079,24.77923011779785,0.1900043785572052,24.972721099853516,10.410516738891602,0.12478993088006973,10.537331581115723,3.4361531734466553,0.4588826298713684,4.997271365440696,2.4299099445343018,0.3524458408355713,3.2461256262066818
5,7.202566862106323,24.19777488708496,0.1981527954339981,24.399221420288086,10.510009765625,0.20957739651203156,10.721288681030273,3.533102512359619,0.4620196223258972,4.939556804034962,2.390132188796997,0.4573579430580139,3.274337899641739
6,7.151272535324097,24.244861602783203,0.20099806785583496,24.419445037841797,10.300824165344238,0.11482295393943787,10.417614936828613,3.523390054702759,0.45775529742240906,4.9416034885289815,2.404345750808716,0.3383057415485382,3.2276330238781195
7,7.418709993362427,24.257314682006836,0.20106147229671478,24.461565017700195,10.674480438232422,0.10510345548391342,10.781083106994629,3.537302255630493,0.45667505264282227,4.945863424893594,2.4063024520874023,0.32398417592048645,3.2834559700100487
8,7.310323715209961,23.878095626831055,0.20022159814834595,24.080507278442383,10.562383651733398,0.20623540878295898,10.770720481872559,3.58121657371521,0.45591026544570923,4.9071893460964375,2.4868733882904053,0.45322465896606445,3.281877584839593
9,7.472296237945557,23.88702392578125,0.20050887763500214,24.090465545654297,10.29870319366455,0.20324943959712982,10.503968238830566,3.589613914489746,0.4550553262233734,4.908203902208454,2.407583475112915,0.45004409551620483,3.240982603907427
10,7.394675254821777,23.884878158569336,0.20052757859230042,24.088041305541992,10.818115234375,0.13541962206363678,10.955753326416016,3.6070163249969482,0.4542635381221771,4.90795693802849,2.489739179611206,0.3677394688129425,3.309947631974865
11,7.317554473876953,23.871665954589844,0.2006271332502365,24.075571060180664,10.768400192260742,0.23365150392055511,11.0039701461792,3.596198558807373,0.45403969287872314,4.9066863625241695,2.365633726119995,0.4833396077156067,3.3172232584164725
12,7.428970098495483,23.84583854675293,0.19992832839488983,24.047832489013672,10.148844718933105,0.21741008758544922,10.368139266967773,3.5924317836761475,0.45302507281303406,4.903858938531335,2.3623812198638916,0.4656502306461334,3.219959513249782
13,7.233988285064697,23.849021911621094,0.20066870748996735,24.052839279174805,10.635485649108887,0.18671363592147827,10.82435417175293,3.6053836345672607,0.45399150252342224,4.904369406883499,2.488036870956421,0.43157050013542175,3.2900386276992144
14,7.519380569458008,23.873611450195312,0.20085611939430237,24.065082550048828,10.149816513061523,0.3698151409626007,10.521374702453613,3.5998458862304688,0.45395490527153015,4.905617448400235,2.3623549938201904,0.6076188683509827,3.243666860584424
15,7.2489705085754395,23.82979965209961,0.20081160962581635,24.03291893005371,10.182112693786621,0.05930280685424805,10.24312686920166,3.5862529277801514,0.45400938391685486,4.90233810850024,2.3612594604492188,0.24323198199272156,3.200488536020971
16,7.472857475280762,23.819698333740234,0.20066963136196136,24.021896362304688,10.632661819458008,0.1967903971672058,10.83089542388916,3.614046812057495,0.45377689599990845,4.901213764191956,2.4392120838165283,0.4430812895298004,3.2910325771540396
17,7.31061863899231,23.800790786743164,0.20070134103298187,24.00436019897461,10.2422513961792,0.1764388084411621,10.420525550842285,3.610809564590454,0.45385345816612244,4.899424476300722,2.408754587173462,0.4191707372665405,3.2280838822500084
18,7.46024227142334,23.850311279296875,0.2014591097831726,24.055004119873047,10.642678260803223,0.20973573625087738,10.853889465332031,3.5984859466552734,0.4537087082862854,4.904590107223339,2.400428533554077,0.4577266573905945,3.294524163719555
19,7.306250333786011,23.85943603515625,0.20210935175418854,24.064821243286133,10.317792892456055,0.23043633997440338,10.549895286560059,3.6054701805114746,0.4542669653892517,4.905590814905595,2.4001896381378174,0.47944557666778564,3.2480602344414824
20,7.411410331726074,23.853132247924805,0.20125286281108856,24.056564331054688,10.189850807189941,0.04964044317603111,10.241329193115234,3.598210334777832,0.4535055458545685,4.904749160869971,2.3818585872650146,0.22240325808525085,3.2002076796850596
21,7.177982807159424,23.735496520996094,0.20070548355579376,23.939603805541992,10.171292304992676,0.16779576241970062,10.340972900390625,3.595719814300537,0.4527759253978729,4.892811441854468,2.3812367916107178,0.4089687168598175,3.215738313418961
22,7.330065965652466,23.78523826599121,0.20119671523571014,23.986833572387695,10.16267204284668,0.10878420621156693,10.273284912109375,3.6046977043151855,0.4535854160785675,4.897635508323144,2.3676698207855225,0.32915830612182617,3.2051965481245257
23,7.081313610076904,23.803821563720703,0.2012120634317398,24.006296157836914,10.12453556060791,0.0914703980088234,10.217792510986328,3.5959112644195557,0.45314502716064453,4.899622042345401,2.352975368499756,0.30188819766044617,3.1965281964948047
24,7.332377672195435,23.897916793823242,0.2014145404100418,24.102691650390625,11.08244514465332,0.1253940612077713,11.209860801696777,3.6005427837371826,0.45395714044570923,4.909449220675434,2.6276345252990723,0.35332009196281433,3.3481130210458514
25,7.6930131912231445,23.829421997070312,0.2009408175945282,24.033788681030273,10.166988372802734,0.11317465454339981,10.282027244567871,3.6075439453125,0.4535259008407593,4.902426815469076,2.3771023750305176,0.3356603682041168,3.2065600328962924
