Epoch,Time (seconds),Train Loss (Latency),Train Loss (PDR),Total Train Loss,Val Loss (Latency),Val Loss (PDR),Total Val Loss,Train RMSE (Latency),Train RMSE (PDR),Total Train RMSE,Val RMSE (Latency),Val RMSE (PDR),Total Val RMSE
42,13.744098901748657,0.008780625648796558,4.218647882225923e-05,0.00882282480597496,0.00835411436855793,6.0866477724630386e-06,0.008364067412912846,0.22972120344638824,0.6149098873138428,0.09392989303717406,0.20771770179271698,0.002251068130135536,0.09145527547885275
43,13.489283800125122,0.008739993907511234,4.073078525834717e-05,0.008780487813055515,0.00824819691479206,8.262729352281895e-06,0.0082605741918087,0.22972120344638824,0.6154604554176331,0.09370425717679809,0.21060886979103088,0.0026196741964668036,0.09088770099308652
44,13.738884925842285,0.008692706003785133,4.175359572400339e-05,0.008734429255127907,0.008303035981953144,8.223213626479264e-06,0.008315201848745346,0.2296861708164215,0.6152506470680237,0.09345816847728136,0.20882607996463776,0.002719578333199024,0.09118772860832397
45,13.960752487182617,0.00867109652608633,3.9948237827047706e-05,0.008710911497473717,0.0085992980748415,3.844199818558991e-05,0.008642048574984074,0.22996370494365692,0.6154557466506958,0.09333226396843547,0.21385982632637024,0.006036825943738222,0.09296261923474443
46,13.64197063446045,0.008602670393884182,4.1480881918687373e-05,0.00864227581769228,0.008320988155901432,1.7603670130483806e-05,0.008342312648892403,0.2299618273973465,0.6153148412704468,0.09296384145296643,0.20611892640590668,0.004068390000611544,0.09133626141293721
47,13.455260038375854,0.00859080534428358,4.043611261295155e-05,0.008631240576505661,0.008374479599297047,9.199840860674158e-06,0.00838744267821312,0.23002393543720245,0.6153716444969177,0.09290447016428037,0.2107151299715042,0.002845118986442685,0.09158298247061579
48,13.724979877471924,0.008538452908396721,4.214740329189226e-05,0.008580806665122509,0.008514114655554295,1.0534895409364253e-05,0.008528712205588818,0.23021909594535828,0.6145408749580383,0.09263264362589739,0.21203726530075073,0.003104692790657282,0.09235102709547316
49,13.649694681167603,0.008499791845679283,4.166758662904613e-05,0.00854149553924799,0.008494257926940918,1.6034875443438068e-05,0.00851384922862053,0.2302352339029312,0.6155771613121033,0.0924202117463923,0.20147621631622314,0.0038151126354932785,0.09227052199169856
50,13.564011335372925,0.0084846718236804,4.035256279166788e-05,0.008525237441062927,0.008388848975300789,3.074630512855947e-05,0.008423447608947754,0.23024749755859375,0.6152896285057068,0.09233221236958923,0.2104203999042511,0.0052047609351575375,0.09177934195094098
51,13.646983623504639,0.008425305597484112,4.073730087839067e-05,0.008466118015348911,0.008325206115841866,9.0653566076071e-06,0.008338257670402527,0.23008769750595093,0.6151963472366333,0.09201151023295352,0.20860420167446136,0.002782195806503296,0.09131406063910709
52,13.47796893119812,0.00840593408793211,4.144754711887799e-05,0.008447511121630669,0.008700639009475708,6.9648258431698196e-06,0.008711617439985275,0.23046191036701202,0.6152703762054443,0.091910342843614,0.2170318365097046,0.002463756827637553,0.09333604577003075
53,13.538943529129028,0.008333679288625717,4.1775791032705456e-05,0.008375595323741436,0.008835343644022942,7.774049663566984e-06,0.008847331628203392,0.23043933510780334,0.6153990030288696,0.0915182786318746,0.2155083566904068,0.002585067180916667,0.09406025530585908
54,13.781036376953125,0.00833280198276043,3.985166040365584e-05,0.008372306823730469,0.008394530974328518,6.748606210749131e-06,0.008405206725001335,0.23083510994911194,0.6151621341705322,0.09150031051166148,0.20974081754684448,0.002414562040939927,0.09167991451240198
55,13.483579874038696,0.008255100809037685,4.1902534576365724e-05,0.008297205902636051,0.00836069043725729,5.2810382840107195e-06,0.008370153605937958,0.2307603508234024,0.6154427528381348,0.09108899989919778,0.2079964280128479,0.0021463967859745026,0.09148854357753192
56,13.717883586883545,0.008231092244386673,4.095044278074056e-05,0.008272059261798859,0.00853347685188055,1.143310328188818e-05,0.008548913523554802,0.2308705747127533,0.6149227023124695,0.0909508617979998,0.21442122757434845,0.00323967426083982,0.09246033486611868
57,13.535968780517578,0.008196692913770676,4.0274248021887615e-05,0.008237119764089584,0.00850008986890316,8.078610335360281e-06,0.00851200520992279,0.2307410091161728,0.6150009036064148,0.09075857956187715,0.2136673927307129,0.0026394235901534557,0.092260528992212
58,13.68239974975586,0.008134674280881882,4.030487980344333e-05,0.008175117895007133,0.00870118010789156,7.693434781685937e-06,0.008712969720363617,0.2305334210395813,0.615385115146637,0.09041635855865428,0.21085074543952942,0.0024584841448813677,0.09334328963757178
59,13.584753513336182,0.008113977499306202,4.09917593060527e-05,0.008155062794685364,0.008511648513376713,5.641172538162209e-05,0.008571946993470192,0.23085379600524902,0.6147026419639587,0.09030538629940832,0.2120269387960434,0.007290209177881479,0.09258480973394173
60,13.678022384643555,0.008074221201241016,4.0264680137624964e-05,0.008114675991237164,0.008442606776952744,1.7321910490863957e-05,0.008463842794299126,0.23118072748184204,0.6152961850166321,0.09008149638653414,0.2094922512769699,0.003930132836103439,0.09199914561722368
61,13.412557363510132,0.008070047944784164,4.000400076620281e-05,0.008110133931040764,0.008912092074751854,9.130610123975202e-06,0.008925451897084713,0.23085907101631165,0.6145719885826111,0.09005628201875072,0.21672476828098297,0.0028946949169039726,0.09447460980117733
62,14.354258060455322,0.008012074045836926,4.091914161108434e-05,0.008052883669734001,0.008445266634225845,1.1295046533632558e-05,0.008460212498903275,0.23113417625427246,0.6147331595420837,0.08973786084888585,0.20596995949745178,0.003107188967987895,0.09197941345161577
63,14.535390138626099,0.008036753162741661,3.9873273635748774e-05,0.008076461032032967,0.008627357892692089,6.213395863596816e-06,0.008637499064207077,0.23114386200904846,0.6150574684143066,0.08986913281006426,0.21149364113807678,0.002190798055380583,0.09293814644271252
64,15.234933137893677,0.007976651191711426,4.001311390311457e-05,0.008016552776098251,0.00852927751839161,1.540369885333348e-05,0.008548726327717304,0.23109179735183716,0.6156209111213684,0.08953520411602495,0.2101624459028244,0.0035106514114886522,0.09245932255709699
65,13.879605770111084,0.007927839644253254,4.0464597987011075e-05,0.007968544028699398,0.008696291595697403,1.7281208783970214e-05,0.008717815391719341,0.23130790889263153,0.6145718693733215,0.08926670167929024,0.21483968198299408,0.003806855296716094,0.09336924221455019
66,15.121790885925293,0.007892212830483913,4.091636947123334e-05,0.007933411747217178,0.00862089078873396,4.839630128117278e-05,0.008673292584717274,0.23110005259513855,0.6151673197746277,0.0890697016230389,0.21347683668136597,0.006741873919963837,0.09313051371444954
67,16.108412742614746,0.007846273481845856,3.958727393182926e-05,0.007885923609137535,0.008623170666396618,5.046053956903052e-06,0.008632347919046879,0.23131287097930908,0.6149479746818542,0.08880272298267398,0.20877844095230103,0.0021028921473771334,0.09291042954936156
68,15.68989109992981,0.00786612369120121,4.0242375689558685e-05,0.007906566374003887,0.008572562597692013,1.4819722309766803e-05,0.008591441437602043,0.23130527138710022,0.6152799129486084,0.08891887524032166,0.20975929498672485,0.003458441933616996,0.09269002879275658
69,15.648163318634033,0.007779816165566444,4.040343628730625e-05,0.007820104248821735,0.00849879626184702,5.0884027587017044e-06,0.0085079250857234,0.2315552830696106,0.6151780486106873,0.08843135331330022,0.21048100292682648,0.0020831895526498556,0.09223841437125532
70,15.49873161315918,0.0077757686376571655,4.0323760913452134e-05,0.0078160110861063,0.00861043855547905,4.542433998722117e-06,0.00861910916864872,0.23155377805233002,0.6151986122131348,0.0884082071196238,0.21306829154491425,0.0019191286992281675,0.09283915751798225
71,15.694654941558838,0.007764324080199003,3.969247700297274e-05,0.007804139982908964,0.008543476462364197,1.4155114513414446e-05,0.008561523631215096,0.23145022988319397,0.6154326796531677,0.08834104359191691,0.2128639817237854,0.00367567571811378,0.09252850172360458
72,15.377658367156982,0.007699376437813044,3.912701504305005e-05,0.0077387127093970776,0.008570359088480473,8.176471055776346e-06,0.008582184091210365,0.2317652702331543,0.6150312423706055,0.08796995344660061,0.21086104214191437,0.0027320438530296087,0.09264007821245816
73,14.944792032241821,0.00763692008331418,3.89217930205632e-05,0.007675617467612028,0.008724800311028957,9.94131278275745e-06,0.008738352917134762,0.23171940445899963,0.6149245500564575,0.08761060134260025,0.21051384508609772,0.0029041047673672438,0.09347915766166681
74,14.141796350479126,0.007696177344769239,3.8747581129428e-05,0.007734762504696846,0.008602378889918327,8.86670659383526e-06,0.008615503087639809,0.23168280720710754,0.6152305006980896,0.0879474985698675,0.2119775116443634,0.002816880587488413,0.09281973436527283
75,14.782819747924805,0.007618766278028488,3.7071542465128005e-05,0.007655421271920204,0.008585482835769653,3.4940997011290165e-06,0.008592809550464153,0.23165589570999146,0.6152017116546631,0.08749526428281822,0.2141919583082199,0.0016667842864990234,0.0926974085423328
76,15.206290006637573,0.007609379943460226,3.763076165341772e-05,0.007647084072232246,0.008536102250218391,5.8786358749784995e-06,0.008546007797122002,0.231900155544281,0.6151869297027588,0.08744760758438304,0.20770002901554108,0.0023060794919729233,0.09244462016321989
77,15.415716648101807,0.007563727907836437,3.745525100384839e-05,0.007600731682032347,0.00841456837952137,2.66402439592639e-05,0.00844505149871111,0.2320064902305603,0.6158914566040039,0.08718217525407557,0.20702658593654633,0.005126808304339647,0.09189696131380574
78,14.703793048858643,0.007570329122245312,4.052390795550309e-05,0.00761106563732028,0.00870520155876875,1.437281935068313e-05,0.00872346293181181,0.23188787698745728,0.6149826049804688,0.08724142156865786,0.21504318714141846,0.0036209404934197664,0.09339948036157272
79,14.899269104003906,0.0075535038486123085,3.7034566048532724e-05,0.007590539753437042,0.00870970357209444,9.977748959499877e-06,0.008723786100745201,0.2320525050163269,0.6151758432388306,0.0871237037403544,0.21169668436050415,0.0029914635233581066,0.09340121038158554
80,15.887763023376465,0.00762646971270442,3.729036689037457e-05,0.007663846481591463,0.008449926972389221,8.047796654864214e-06,0.008461381308734417,0.2320917397737503,0.6144495606422424,0.08754339770417563,0.20916377007961273,0.002668847795575857,0.09198576688126493
81,15.754332780838013,0.007507095579057932,3.922427276847884e-05,0.007546564564108849,0.008510089479386806,1.1896525393240154e-05,0.008525694720447063,0.23188406229019165,0.6152462959289551,0.08687096502346943,0.20897306501865387,0.0033569950610399246,0.09233468860859965
82,15.650624513626099,0.007487565279006958,3.81092686438933e-05,0.007525755558162928,0.008571349084377289,6.351321189868031e-06,0.008581812493503094,0.23190775513648987,0.615295946598053,0.08675111272002756,0.20812173187732697,0.0023643611930310726,0.09263807259168928
83,15.54321002960205,0.007319528143852949,3.9493086660513654e-05,0.007359255570918322,0.008526147343218327,3.3017295208992437e-05,0.008563121780753136,0.23226745426654816,0.6151733994483948,0.08578610360028203,0.2116938978433609,0.005458038300275803,0.09253713730580353
84,15.283295392990112,0.007455081678926945,3.827552427537739e-05,0.007493369281291962,0.009013330563902855,7.094011380104348e-06,0.009024580009281635,0.23207755386829376,0.6150031685829163,0.0865642494410479,0.21846066415309906,0.0024712644517421722,0.09499778949681742
85,15.817218780517578,0.007654454559087753,3.7540103221544996e-05,0.007691469509154558,0.00879494659602642,1.8678712876862846e-05,0.008817438036203384,0.23188528418540955,0.6150485277175903,0.08770102342136356,0.21395176649093628,0.004209050443023443,0.09390121424243345
86,15.605805158615112,0.007646842859685421,3.981497138738632e-05,0.007686690427362919,0.008854900486767292,9.197478902933653e-06,0.008868034929037094,0.2318074107170105,0.6149069666862488,0.08767377274511984,0.21437044441699982,0.002841538516804576,0.09417024439299865
87,15.642029285430908,0.00756858428940177,3.723249756149016e-05,0.007605970837175846,0.00878975447267294,1.0691760508052539e-05,0.008804495446383953,0.2317419946193695,0.6155992746353149,0.08721221724721741,0.2096986621618271,0.003130504861474037,0.09383227294691285
88,15.370834350585938,0.007354761939495802,3.727643706952222e-05,0.007392054423689842,0.00892901886254549,8.768716725171544e-06,0.008942082524299622,0.2322034239768982,0.6149777173995972,0.08597705754263658,0.2159145027399063,0.002754504792392254,0.09456258522428214
