Epoch,Time (seconds),Train Loss (Latency),Train Loss (PDR),Total Train Loss,Val Loss (Latency),Val Loss (PDR),Total Val Loss,Train RMSE (Latency),Train RMSE (PDR),Total Train RMSE,Val RMSE (Latency),Val RMSE (PDR),Total Val RMSE
16,9.200706958770752,0.01025342009961605,7.625245780218393e-05,0.010329807177186012,0.00909511186182499,0.000311499199597165,0.009409436024725437,0.2272411286830902,0.6153402924537659,0.1016356589843644,0.20569826662540436,0.01753537356853485,0.09700224752409316
17,9.267308950424194,0.010252226144075394,7.492181612178683e-05,0.010327312164008617,0.008867756463587284,4.842964335693978e-05,0.008919780142605305,0.2275836169719696,0.6149039268493652,0.10162338394291255,0.20695318281650543,0.006936094257980585,0.09444458768296521
18,9.293455839157104,0.010178417898714542,6.618580664508045e-05,0.010244680568575859,0.009447607211768627,7.435695442836732e-05,0.009525717236101627,0.22736406326293945,0.6147085428237915,0.10121600944799128,0.21699519455432892,0.008567732758820057,0.0975997809224059
19,9.429496765136719,0.010159477591514587,7.854920841054991e-05,0.010237829759716988,0.008764897473156452,6.32630690233782e-05,0.008832067251205444,0.2273697704076767,0.6151151657104492,0.10118216127221728,0.20835500955581665,0.00787307508289814,0.0939790787952587
20,9.455575942993164,0.010216452181339264,7.007995009189472e-05,0.01028659101575613,0.009002462029457092,4.343460386735387e-05,0.009049689397215843,0.22748664021492004,0.6150669455528259,0.10142283281271594,0.21342140436172485,0.006417475640773773,0.09512985544620492
21,9.409626007080078,0.010137907229363918,6.954315904295072e-05,0.01020742766559124,0.00918610394001007,3.414976890780963e-05,0.00922397617250681,0.22753551602363586,0.6155880689620972,0.10103181511579033,0.2059805989265442,0.005760094150900841,0.09604153358056508
22,9.387266635894775,0.010111535899341106,6.998420576564968e-05,0.010181600227952003,0.009187227115035057,3.453086901572533e-05,0.009225523099303246,0.227292999625206,0.6150921583175659,0.1009039158207054,0.21272589266300201,0.005740370135754347,0.09604958666909111
23,9.265687704086304,0.010035471990704536,6.62382590235211e-05,0.010101761668920517,0.008927139453589916,4.4465279643191025e-05,0.0089753158390522,0.22767169773578644,0.6150836944580078,0.10050752045951844,0.21348385512828827,0.006603892892599106,0.09473814352757921
24,9.275378227233887,0.010058353655040264,7.026764069451019e-05,0.010128666646778584,0.008763384073972702,3.561802805052139e-05,0.008802668191492558,0.227775439620018,0.6148958802223206,0.10064127705260195,0.2107568383216858,0.0059252469800412655,0.0938225356270686
25,9.388754606246948,0.010071003809571266,6.762019620509818e-05,0.010139047168195248,0.00866858009248972,2.3602775399922393e-05,0.008695574477314949,0.22771742939949036,0.6154484152793884,0.10069283573420329,0.20278307795524597,0.004743185359984636,0.09325006422150577
26,9.334055185317993,0.009999150410294533,6.712938193231821e-05,0.010066041722893715,0.008702526800334454,3.703456968651153e-05,0.008743240498006344,0.22751954197883606,0.6148256659507751,0.10032966521868651,0.20766478776931763,0.006064250599592924,0.09350529663075961
27,9.277323484420776,0.010067480616271496,7.162631663959473e-05,0.010138753801584244,0.008847825229167938,3.607373218983412e-05,0.00888773798942566,0.22758233547210693,0.6151430606842041,0.10069137898342759,0.21160092949867249,0.005836829077452421,0.09427480039451507
28,9.17029333114624,0.009983273223042488,6.332520570140332e-05,0.01004666555672884,0.008634672500193119,4.6169057895895094e-05,0.00868464820086956,0.22768455743789673,0.6146225929260254,0.10023305620766454,0.20826534926891327,0.0065889605320990086,0.09319145991382236
29,9.188020706176758,0.010052149184048176,6.466670311056077e-05,0.010116983205080032,0.00856646616011858,2.038651109614875e-05,0.00859064795076847,0.22753015160560608,0.6153590679168701,0.10058321532482462,0.2059636414051056,0.004431780893355608,0.09268574836925292
30,9.320794343948364,0.009979920461773872,6.96095303283073e-05,0.010049679316580296,0.008734170347452164,5.9337588027119637e-05,0.00879664346575737,0.22800059616565704,0.6152306795120239,0.10024808884253253,0.19950172305107117,0.00761606777086854,0.09379042310256079
31,9.286463499069214,0.009995833970606327,6.925034540472552e-05,0.010064950212836266,0.008632137440145016,3.0260009225457907e-05,0.008665730245411396,0.22778941690921783,0.6151703000068665,0.10032422545345798,0.20644259452819824,0.0054666828364133835,0.09308990410034482
32,9.472082376480103,0.009948799386620522,6.579599721590057e-05,0.010014914907515049,0.008855185471475124,3.123405986116268e-05,0.00888997782021761,0.2277149260044098,0.6146866083145142,0.10007454675148446,0.2121201902627945,0.005497280973941088,0.09428667891180392
33,9.510147094726562,0.010009385645389557,6.212099106051028e-05,0.01007132325321436,0.009040798991918564,4.398608871269971e-05,0.009088615886867046,0.22795306146144867,0.6152006387710571,0.10035598264784397,0.20893225073814392,0.006600040942430496,0.09533423250263803
34,9.399931907653809,0.009924252517521381,6.275698979152367e-05,0.00998738408088684,0.008663247339427471,1.4496526091534179e-05,0.008681398816406727,0.22797641158103943,0.6153921484947205,0.09993690049669762,0.2083861231803894,0.0037334789521992207,0.09317402436519916
35,9.29732608795166,0.009939569979906082,6.186685641296208e-05,0.010000772774219513,0.008584589697420597,2.7907270123250782e-05,0.008616307750344276,0.22770977020263672,0.6152212023735046,0.10000386379645294,0.20982180535793304,0.005169076845049858,0.09282406880946491
36,9.294461011886597,0.009925946593284607,5.9144302213098854e-05,0.009984726086258888,0.008490868844091892,1.3839272469340358e-05,0.008508496917784214,0.22778044641017914,0.6151086688041687,0.09992360124744748,0.20661476254463196,0.0036792538594454527,0.0922415140692314
37,9.294597387313843,0.009913064539432526,5.9362595493439585e-05,0.009972895495593548,0.009062598459422588,2.9329023163882084e-05,0.009095923975110054,0.22774887084960938,0.6154863834381104,0.09986438552153389,0.21272782981395721,0.005169650539755821,0.09537255357339476
38,9.30721116065979,0.009885366074740887,6.082112304284237e-05,0.009945974685251713,0.008505459874868393,1.5122721379157156e-05,0.00852406769990921,0.22776015102863312,0.6150195598602295,0.09972950759555425,0.20468436181545258,0.003766111796721816,0.09232587773700941
39,8.784226179122925,0.009937318041920662,5.9795384004246444e-05,0.009996914304792881,0.008834395557641983,4.527978308033198e-05,0.008883297443389893,0.2278289645910263,0.6148930191993713,0.09998457033359137,0.2082396000623703,0.006682544946670532,0.09425124637579013
40,9.169316530227661,0.009909145534038544,5.704143040929921e-05,0.009966365061700344,0.008741631172597408,2.5157982236123644e-05,0.008770459331572056,0.22779372334480286,0.6151278614997864,0.09983168365654435,0.2060525268316269,0.0048995716497302055,0.09365073054478569
41,8.642751216888428,0.009935637935996056,6.235863111214712e-05,0.009998210705816746,0.008498054929077625,1.8204591469839215e-05,0.008519869297742844,0.22814014554023743,0.6151065230369568,0.09999105312885122,0.20776040852069855,0.004205303732305765,0.09230313807093908
42,9.267359018325806,0.00988825410604477,5.491480260388926e-05,0.009943547658622265,0.0086084995418787,6.24710155534558e-05,0.00867457315325737,0.22772839665412903,0.6156330704689026,0.09971733880635937,0.20782388746738434,0.007845081388950348,0.09313738858942401
