Epoch,Time (seconds),Train Loss (Latency),Train Loss (PDR),Total Train Loss,Val Loss (Latency),Val Loss (PDR),Total Val Loss,Train RMSE (Latency),Train RMSE (PDR),Total Train RMSE,Val RMSE (Latency),Val RMSE (PDR),Total Val RMSE
1,11.74724268913269,0.007023582700639963,0.0019826022908091545,0.010000962764024734,0.010224223136901855,0.0003829585330095142,0.010797605849802494,0.09555400162935257,0.22712936997413635,0.10000481370426492,0.1010853722691536,0.017469029873609543,0.10391152895517655
